Title,Authors,Abstract,Year,URL,Citations,Readers,References,DOI,PDF
GeoShield: Safeguarding Geolocation Privacy from Vision-Language Models via Adversarial Perturbations,"Xinwei Liu, Xiaojun Jia, Yuan Xun, Simeng Qin, Xiaochun Cao","Vision-Language Models (VLMs) such as GPT-4o now demonstrate a remarkable ability to infer users' locations from public shared images, posing a substantial risk to geoprivacy. Although adversarial perturbations offer a potential defense, current methods are ill-suited for this scenario: they often perform poorly on high-resolution images and low perturbation budgets, and may introduce irrelevant semantic content. To address these limitations, we propose GeoShield, a novel adversarial framework designed for robust geoprivacy protection in real-world scenarios. GeoShield comprises three key modules: a feature disentanglement module that separates geographical and non-geographical information, an exposure element identification module that pinpoints geo-revealing regions within an image, and a scale-adaptive enhancement module that jointly optimizes perturbations at both global and local levels to ensure effectiveness across resolutions. Extensive experiments on challenging benchmarks show that GeoShield consistently surpasses prior methods in black-box settings, achieving strong privacy protection with minimal impact on visual or semantic quality. To our knowledge, this work is the first to explore adversarial perturbations for defending against geolocation inference by advanced VLMs, providing a practical and effective solution to escalating privacy concerns.",2025.0,http://arxiv.org/abs/2508.03209v1,231.0,449.0,,,
"Quantum Oppenheimer-Snyder Black Hole with Quintessential Dark Energy and a String Clouds: Geodesics, Perturbative Dynamics, and Thermal Properties","Faizuddin Ahmed, Ahmad Al-Badawi, İzzet Sakallı","In this paper, we explore a deformed Schwarzschild black hole (BH) within a loop quantum gravity (LQG) framework incorporating both a quintessence field (QF) and a cloud of strings (CS), aiming to understand how these exotic fields collectively influence various physical phenomena in the BH's vicinity. We systematically investigate the quantum Oppenheimer--Snyder (QOS) spacetime by deriving the complete metric and analyzing horizon structures, showing significant modifications to the classical geometry through the interplay of quantum deformation effects, CS, and QF parameters. Our comprehensive geodesic analysis demonstrates that null geodesics exhibit modified effective potentials and altered photon trajectories, while timelike geodesics show enhanced orbital velocities and geodesic precession frequencies compared to classical predictions, providing potentially observable signatures through precision measurements. The BH shadow investigation reveals systematic increases in shadow radius with both CS and QF parameters, offering new possibilities for testing exotic matter configurations through next-generation high-resolution observations. We examine field perturbations of different spins -- including scalar, electromagnetic (EM), and fermionic fields -- demonstrating that the BH remains stable under external disturbances while exhibiting modified quasinormal mode (QNM) spectra that could serve as observational discriminators. Most remarkably, our thermodynamic analysis reveals exotic thermal behavior including negative temperature regimes, fundamentally altered stability conditions, and genuine phase transitions between distinct BH configurations, extending well beyond classical general relativity predictions.",2025.0,http://arxiv.org/abs/2508.03202v1,361.0,1021.0,,,
Probing the Weak Gravity Conjecture: Novel Aschenbach Signatures in Superextremal Non-Linear Charged AdS Black Holes,"Mohammad Reza Alipour, Mohammad Ali S Afshar, Saeed Noori Gashti, Behnam Pourhassan, Jafar Sadeghi","This study investigates the nonlinear charged Anti-de Sitter (AdS) black hole solution within the framework of massive gravity, motivated by recent advancements linking the Weak Gravity Conjecture (WGC) to phenomena such as Weak Cosmic Censorship Conjecture (WCCC) and photon sphere dynamics. Building on these foundations, we focus on the Aschenbach effect-a relativistic phenomenon intricately tied to the geometry of photon spheres and known to occur in some special sub-extremal non rotating black holes. Our primary objective is to determine whether this effect persists not only up to the extremal limit but also beyond, into the superextremal regime, thus probing the stability and validity of black hole characteristics in these extreme conditions. By analyzing the nonlinear charged AdS black hole solutions in massive gravity, we demonstrate that the Aschenbach effect remains a robust feature across both extremal and superextremal configurations. This extension suggests that key relativistic signatures and the underlying spacetime structures associated with high-spin black holes continue to hold beyond classical boundaries. Our results provide new insights into the behavior of ultra-compact objects and highlight promising directions for exploring the limits of general relativity, as well as potential generalizations of the WGC and WCC in strong gravitational fields.",2025.0,http://arxiv.org/abs/2508.03185v1,170.0,600.0,,,
Quantum Spectral Reasoning: A Non-Neural Architecture for Interpretable Machine Learning,Andrew Kiruluta,"We propose a novel machine learning architecture that departs from conventional neural network paradigms by leveraging quantum spectral methods, specifically Pade approximants and the Lanczos algorithm, for interpretable signal analysis and symbolic reasoning. The core innovation of our approach lies in its ability to transform raw time-domain signals into sparse, physically meaningful spectral representations without the use of backpropagation, high-dimensional embeddings, or data-intensive black-box models. Through rational spectral approximation, the system extracts resonant structures that are then mapped into symbolic predicates via a kernel projection function, enabling logical inference through a rule-based reasoning engine. This architecture bridges mathematical physics, sparse approximation theory, and symbolic artificial intelligence, offering a transparent and physically grounded alternative to deep learning models. We develop the full mathematical formalism underlying each stage of the pipeline, provide a modular algorithmic implementation, and demonstrate the system's effectiveness through comparative evaluations on time-series anomaly detection, symbolic classification, and hybrid reasoning tasks. Our results show that this spectral-symbolic architecture achieves competitive accuracy while maintaining interpretability and data efficiency, suggesting a promising new direction for physically-informed, reasoning-capable machine learning.",2025.0,http://arxiv.org/abs/2508.03170v1,264.0,425.0,,,
Unveiling Location-Specific Price Drivers: A Two-Stage Cluster Analysis for Interpretable House Price Predictions,"Paul Gümmer, Julian Rosenberger, Mathias Kraus, Patrick Zschech, Nico Hambauer","House price valuation remains challenging due to localized market variations. Existing approaches often rely on black-box machine learning models, which lack interpretability, or simplistic methods like linear regression (LR), which fail to capture market heterogeneity. To address this, we propose a machine learning approach that applies two-stage clustering, first grouping properties based on minimal location-based features before incorporating additional features. Each cluster is then modeled using either LR or a generalized additive model (GAM), balancing predictive performance with interpretability. Constructing and evaluating our models on 43,309 German house property listings from 2023, we achieve a 36% improvement for the GAM and 58% for LR in mean absolute error compared to models without clustering. Additionally, graphical analyses unveil pattern shifts between clusters. These findings emphasize the importance of cluster-specific insights, enhancing interpretability and offering practical value for buyers, sellers, and real estate analysts seeking more reliable property valuations.",2025.0,http://arxiv.org/abs/2508.03156v1,307.0,919.0,,,
Safety-Aware Imitation Learning via MPC-Guided Disturbance Injection,"Le Qiu, Yusuf Umut Ciftci, Somil Bansal","Imitation Learning has provided a promising approach to learning complex robot behaviors from expert demonstrations. However, learned policies can make errors that lead to safety violations, which limits their deployment in safety-critical applications. We propose MPC-SafeGIL, a design-time approach that enhances the safety of imitation learning by injecting adversarial disturbances during expert demonstrations. This exposes the expert to a broader range of safety-critical scenarios and allows the imitation policy to learn robust recovery behaviors. Our method uses sampling-based Model Predictive Control (MPC) to approximate worst-case disturbances, making it scalable to high-dimensional and black-box dynamical systems. In contrast to prior work that relies on analytical models or interactive experts, MPC-SafeGIL integrates safety considerations directly into data collection. We validate our approach through extensive simulations including quadruped locomotion and visuomotor navigation and real-world experiments on a quadrotor, demonstrating improvements in both safety and task performance. See our website here: https://leqiu2003.github.io/MPCSafeGIL/",2025.0,http://arxiv.org/abs/2508.03129v1,456.0,1004.0,,,
Probing autoionization decay lifetimes of the $\mathbf{4d^{-1}6\boldsymbol{\ell}}$ core-excited states in xenon using attosecond noncollinear four-wave-mixing spectroscopy,"Nicolette G. Puskar, Patrick Rupprecht, Jan Dvořák, Yen-Cheng Lin, Avery E. Greene, Robert R. Lucchese, C. William McCurdy, Stephen R. Leone, Daniel M. Neumark","The decay of core-excited states is a sensitive probe of autoionization dynamics and correlation effects in many-electron systems, occurring on the fastest timescales. Xenon, with its dense manifold of autoionizing resonances that can be coupled with near-infrared light, provides a platform to investigate these processes. In this work, the autoionization decay lifetimes of $4d^{-1}6\ell$ $(\ell = s, p, d, ...)$ core-excited states in xenon atoms are probed with extreme ultraviolet (XUV) attosecond noncollinear four-wave-mixing (FWM) spectroscopy. The $4d^{-1}_{\{5/2,\, 3/2\}}6p$ XUV-bright states (optically dipole allowed) exhibit decay lifetimes of $\sim$6 fs, which is consistent with spectator-type decay. In contrast, the $4d^{-1}_{\{5/2,\, 3/2\}}6s$ and $4d^{-1}_{\{5/2,\, 3/2\}}6d$ XUV-dark states (optically dipole forbidden) show longer decay lifetimes of $\sim$20 fs. Photoionization calculations confirm that all core-hole states with $4d$ character should decay via spectator channels in $\leq$ 6 fs, suggesting that the apparent longer dark state decay times arise from an alternative mechanism. A few-level simulation of the FWM process shows that the inclusion of a nearby, longer-lived dark state can mimic the experimental FWM signal, suggesting population cycling with a second electronic state with non-$4d$ character. Ab-initio calculations support the presence of such multi-electron excited states in the 60$-$70 eV range. These results demonstrate that FWM signals can encode coupled-state dynamics when probing complex systems, highlighting the importance of combining theoretical and experimental approaches to disentangle accurate core-level decay pathways and lifetimes.",2025.0,http://arxiv.org/abs/2508.03128v1,212.0,441.0,,,
Token-Level Precise Attack on RAG: Searching for the Best Alternatives to Mislead Generation,"Zizhong Li, Haopeng Zhang, Jiawei Zhang","While large language models (LLMs) have achieved remarkable success in providing trustworthy responses for knowledge-intensive tasks, they still face critical limitations such as hallucinations and outdated knowledge. To address these issues, the retrieval-augmented generation (RAG) framework enhances LLMs with access to external knowledge via a retriever, enabling more accurate and real-time outputs about the latest events. However, this integration brings new security vulnerabilities: the risk that malicious content in the external database can be retrieved and used to manipulate model outputs. Although prior work has explored attacks on RAG systems, existing approaches either rely heavily on access to the retriever or fail to jointly consider both retrieval and generation stages, limiting their effectiveness, particularly in black-box scenarios. To overcome these limitations, we propose Token-level Precise Attack on the RAG (TPARAG), a novel framework that targets both white-box and black-box RAG systems. TPARAG leverages a lightweight white-box LLM as an attacker to generate and iteratively optimize malicious passages at the token level, ensuring both retrievability and high attack success in generation. Extensive experiments on open-domain QA datasets demonstrate that TPARAG consistently outperforms previous approaches in retrieval-stage and end-to-end attack effectiveness. These results further reveal critical vulnerabilities in RAG pipelines and offer new insights into improving their robustness.",2025.0,http://arxiv.org/abs/2508.03110v1,173.0,586.0,,,
Untraceable DeepFakes via Traceable Fingerprint Elimination,"Jiewei Lai, Lan Zhang, Chen Tang, Pengcheng Sun, Xinming Wang, Yunhao Wang","Recent advancements in DeepFakes attribution technologies have significantly enhanced forensic capabilities, enabling the extraction of traces left by generative models (GMs) in images, making DeepFakes traceable back to their source GMs. Meanwhile, several attacks have attempted to evade attribution models (AMs) for exploring their limitations, calling for more robust AMs. However, existing attacks fail to eliminate GMs' traces, thus can be mitigated by defensive measures. In this paper, we identify that untraceable DeepFakes can be achieved through a multiplicative attack, which can fundamentally eliminate GMs' traces, thereby evading AMs even enhanced with defensive measures. We design a universal and black-box attack method that trains an adversarial model solely using real data, applicable for various GMs and agnostic to AMs. Experimental results demonstrate the outstanding attack capability and universal applicability of our method, achieving an average attack success rate (ASR) of 97.08\% against 6 advanced AMs on DeepFakes generated by 9 GMs. Even in the presence of defensive mechanisms, our method maintains an ASR exceeding 72.39\%. Our work underscores the potential challenges posed by multiplicative attacks and highlights the need for more robust AMs.",2025.0,http://arxiv.org/abs/2508.03067v1,285.0,507.0,,,
Mixed Precision Photonic Computing with 3D Electronic-Photonic Integrated Circuits,"Georgios Charalampous, Rui Chen, Mehmet Berkay On, Aslan Nasirov, Chun-Yi Cheng, Mahmoud AbdelGhany, Arka Majumdar, Ji Wang, Jennifer A. Black, Rajkumar Chinnakonda Kubendran, Caglar Oskay, Zhaojun Bai, Sam Palermo, Scott B. Papp, S. J. Ben Yoo","We propose advancing photonic in-memory computing through three-dimensional photonic-electronic integrated circuits using phase-change materials (PCM) and AlGaAs-CMOS technology. These circuits offer high precision (greater than 12 bits), scalability (greater than 1024 by 1024), and massive parallelism (greater than 1 million operations) across the wavelength, spatial, and temporal domains at ultra-low power (less than 1 watt per PetaOPS). Monolithically integrated hybrid PCM-AlGaAs memory resonators handle coarse-precision iterations (greater than 5-bit most significant bit precision) through reversible PCM phase transitions. Electro-optic memristive tuning enables fine-precision updates (greater than 8-bit least significant bit precision), resulting in over 12-bit precision for in-memory computing. The use of low-loss PCM (less than 0.01 dB per cm) and electro-optical tuning yields memristive optical resonators with high Q-factors (greater than 1 million), low insertion loss, and low tuning power. A W by W photonic tensor core composed of PCM-AlGaAs memresonators performs general matrix multiplication (GEMM) across W wavelengths from optical frequency combs, with minimal crosstalk and loss. Hierarchical scaling in the wavelength domain (K) and spatial domain (L) enables this system to address high-dimensional (N) scientific partial differential equation (PDE) problems in a single constant-time operation, compared to the conventional quadratic-time (N squared) computational complexity.",2025.0,http://arxiv.org/abs/2508.03063v1,0.0,44.0,,,
Simultaneous photonic and phononic bandgaps in a hexagonal lattice geometry with gradually transforming circular-to-triangular air gap holes,"Suhas Bharadwaj, Adarsh Ganesan","The integration of photonic and phononic bandgaps within a single scalable architecture promises transformative advances in optomechanical and acousto-optic devices. Here, we design and simulate a two-dimensional hexagonal lattice in silicon with air-gap holes that transition smoothly from circular to triangular via tuneable geometrical parameters R and l. This transformation enables suppression of both electromagnetic and elastic wave modes through Bragg scattering and symmetry modulation. We demonstrate that systematic variation of R and l allows tuning of photonic and phononic bandgaps by 18% and 21% respectively. This possibility of geometrical tuning of bandgaps provide strong foundations for applications in Bragg filters, sensors etc. without the need for complex defects and exotic materials.",2025.0,http://arxiv.org/abs/2508.03045v1,45.0,109.0,,,
Intergalactic Wandering Stars in the Local Universe: Theoretical Predictions for Their Distance and Luminosity Distribution,"Jia-Hui Wang, Maosheng Xiang, Ji-Feng Liu","Intergalactic wandering stars (IWSs) within 10 Mpc remain a poorly explored area of astronomy. Such stars, if they exist, are supposed to be wandering objects as they are not bounded by the gravitational potential of any galaxy. We set out to conduct dedicated studies for unraveling such a wandering stellar population. As the first paper of the series, in the present work we model the distance distribution and luminosity function of IWSs formed via the Hills mechanism of the Galactic central massive black hole (GCMBH). We implement a numerical simulation to generate IWSs taking the ejection history of the GCMBH and the stellar evolution process into consideration, and present their luminosity function in the distance range of 200kpc - 10Mpc. Our results suggest that a few hundred thousand IWSs have been generated by the GCMBH via the Hills mechanism in the past 14 billion years. These IWSs have an apparent magnitude peaking at 30 to 35 mag in SDSS $r-$band, which are hard to detect. However, a few thousand of them at the bright end are detectable by upcoming wide-field deep surveys, such as China Space Station Telescope (CSST) and Vera Rubin Observatory (LSST). The forthcoming discovery of such a wandering stellar population will open a door for precise understanding of the matter constitution of the nearby intergalactic space and the dynamical history of galaxies in the local universe.",2025.0,http://arxiv.org/abs/2508.03022v1,376.0,1351.0,,,
Optical Characteristics of the Kerr-Bertotti-Robinson Black Hole,"Xiao-Xiong Zeng, Chen-Yu Yang, Hao Yu","The Kerr-Bertotti-Robinson (Kerr-BR) black hole, a theoretical model of a rotating black hole immersed in a uniform magnetic field, has been proposed recently by Podolsky and Ovcharenko. This study investigates the optical characteristics of the Kerr-BR black hole based on the exact solution. We analyze the optical image under two illumination models: a celestial light source and a geometrically thin accretion disk. We reveal distinct roles for the fundamental parameters in the model. Specifically, it is found that under both illumination models, the effect of the rotation parameter on the optical image of the Kerr-BR black hole is significantly different from that of the magnetic field. As the magnetic field increases, the radii of both the shadow and the Einstein ring enlarge. We also attempt to use the data from M87* and Sgr A* to constrain the magnetic field. These results enhance our understanding of the optical characteristics of the Kerr-BR black hole and establish a theoretical foundation for interpreting future observations on the optical image of the black hole immersed in a uniform magnetic field. Finally, we point out that with advances in the resolution of black hole images, it is possible to detect potential BR-like magnetic fields around black holes.",2025.0,http://arxiv.org/abs/2508.03020v1,97.0,147.0,,,
Cliques and High Odd Holes in Graphs with Chromatic Number Equal to Maximum Degree,"Rachel Galindo, Jessica McDonald, Songling Shan","We prove that if $G$ is a connected graph with $\chi(G) = \Delta(G)$ and $G\neq \overline{C_7}$, then $G$ contains either $K_{\Delta(G)}$ or an odd hole where every vertex has degree at least $\Delta(G)-1$ in $G$. This extends earlier work by Chen, Lan, Lin and Zhou, who proved the result for $\Delta(G)\geq 7$.",2025.0,http://arxiv.org/abs/2508.02939v1,14.0,54.0,,,
ETH-monotonicity and the black hole singularity,Nilakash Sorokhaibam,ETH-monotonicity is a recently discovered quantum advantage in quantum chaotic many-body systems which reinforces the Kelvin statement of the second law of thermodynamics over and above the universal entropic contribution. We show that the boundary conformal field theory in AdS/CFT correspondence possesses ETH-monotonicity. This leads to our proposal that the black hole singularity is a microstate for which ETH-monotonicity dominates the entropic factor.,2025.0,http://arxiv.org/abs/2508.02895v1,316.0,983.0,,,
Physics-Embedded Neural ODEs for Sim2Real Edge Digital Twins of Hybrid Power Electronics Systems,"Jialin Zheng, Haoyu Wang, Yangbin Zeng, Di Mou, Xin Zhang, Hong Li, Sergio Vazquez, Leopoldo G. Franquelo","Edge Digital Twins (EDTs) are crucial for monitoring and control of Power Electronics Systems (PES). However, existing modeling approaches struggle to consistently capture continuously evolving hybrid dynamics that are inherent in PES, degrading Sim-to-Real generalization on resource-constrained edge devices. To address these challenges, this paper proposes a Physics-Embedded Neural ODEs (PENODE) that (i) embeds the hybrid operating mechanism as an event automaton to explicitly govern discrete switching and (ii) injects known governing ODE components directly into the neural parameterization of unmodeled dynamics. This unified design yields a differentiable end-to-end trainable architecture that preserves physical interpretability while reducing redundancy, and it supports a cloud-to-edge toolchain for efficient FPGA deployment. Experimental results demonstrate that PENODE achieves significantly higher accuracy in benchmarks in white-box, gray-box, and black-box scenarios, with a 75% reduction in neuron count, validating that the proposed PENODE maintains physical interpretability, efficient edge deployment, and real-time control enhancement.",2025.0,http://arxiv.org/abs/2508.02887v1,469.0,913.0,,,
Integrating Machine Learning with Multimodal Monitoring System Utilizing Acoustic and Vision Sensing to Evaluate Geometric Variations in Laser Directed Energy Deposition,"Ke Xu, Chaitanya Krishna Prasad Vallabh, Souran Manoochehri","Laser directed energy deposition (DED) additive manufacturing struggles with consistent part quality due to complex melt pool dynamics and process variations. While much research targets defect detection, little work has validated process monitoring systems for evaluating melt pool dynamics and process quality. This study presents a novel multimodal monitoring framework, synergistically integrating contact-based acoustic emission (AE) sensing with coaxial camera vision to enable layer-wise identification and evaluation of geometric variations in DED parts. The experimental study used three part configurations: a baseline part without holes, a part with a 3mm diameter through-hole, and one with a 5mm through-hole to test the system's discerning capabilities. Raw sensor data was preprocessed: acoustic signals were filtered for time-domain and frequency-domain feature extraction, while camera data underwent melt pool segmentation and morphological feature extraction. Multiple machine learning algorithms (including SVM, random forest, and XGBoost) were evaluated to find the optimal model for classifying layer-wise geometric variations. The integrated multimodal strategy achieved a superior classification performance of 94.4%, compared to 87.8% for AE only and 86.7% for the camera only. Validation confirmed the integrated system effectively captures both structural vibration signatures and surface morphological changes tied to the geometric variations. While this study focuses on specific geometries, the demonstrated capability to discriminate between features establishes a technical foundation for future applications in characterizing part variations like geometric inaccuracies and manufacturing-induced defects.",2025.0,http://arxiv.org/abs/2508.02847v1,83.0,159.0,,,
Clinically Grounded Agent-based Report Evaluation: An Interpretable Metric for Radiology Report Generation,"Radhika Dua, Young Joon, Kwon, Siddhant Dogra, Daniel Freedman, Diana Ruan, Motaz Nashawaty, Danielle Rigau, Daniel Alexander Alber, Kang Zhang, Kyunghyun Cho, Eric Karl Oermann","Radiological imaging is central to diagnosis, treatment planning, and clinical decision-making. Vision-language foundation models have spurred interest in automated radiology report generation (RRG), but safe deployment requires reliable clinical evaluation of generated reports. Existing metrics often rely on surface-level similarity or behave as black boxes, lacking interpretability. We introduce ICARE (Interpretable and Clinically-grounded Agent-based Report Evaluation), an interpretable evaluation framework leveraging large language model agents and dynamic multiple-choice question answering (MCQA). Two agents, each with either the ground-truth or generated report, generate clinically meaningful questions and quiz each other. Agreement on answers captures preservation and consistency of findings, serving as interpretable proxies for clinical precision and recall. By linking scores to question-answer pairs, ICARE enables transparent, and interpretable assessment. Clinician studies show ICARE aligns significantly more with expert judgment than prior metrics. Perturbation analyses confirm sensitivity to clinical content and reproducibility, while model comparisons reveal interpretable error patterns.",2025.0,http://arxiv.org/abs/2508.02808v1,372.0,758.0,,,
Love beyond Einstein: Metric reconstruction and Love number in quadratic gravity using WEFT,"Arpan Bhattacharyya, Saptaswa Ghosh, Naman Kumar, Shailesh Kumar, Sounak Pal","We study tidal Love numbers of static black holes in four-dimensional quadratic theory of gravity, extending the result of GR. We use worldline effective field theory (WEFT) methods to compute metric perturbations from one-point functions, treating the higher-derivative terms perturbatively. We show that insertions of scalar fields on the worldline induce non-zero tidal tails, and the corresponding Love number displays no RG running. The same conclusion holds for the insertions of tensor fields. Furthermore, for scalar dipole perturbations, we derive a Yukawa-deformed Frobenius solution and match the asymptotic behavior to fix the UV charge, finding agreement with EFT predictions of Wilson coefficients. Our work demonstrates that quadratic higher-curvature corrections induce non-zero but scale-independent tidal responses, offering a robust EFT framework to test deviations from GR in gravitational wave observations.",2025.0,http://arxiv.org/abs/2508.02785v1,219.0,338.0,,,
"Bosonization, BTZ Black Hole Microstates, and Logarithmic Correction to Entropy","Suvankar Dutta, Shruti Menon, Aayush Srivastav","We study three-dimensional gravity with negative cosmological constant under non-standard boundary conditions where chemical potentials are determined dynamically. Using a boundary Hamiltonian inspired by collective field theory (ColFT), the boundary dynamics reduce to those of a one-dimensional fluid on a circle, with configurations corresponding to bulk geometries such as BTZ black holes. Quantizing the system via bosonization of relativistic fermions, we obtain a microscopic description of black hole states in terms of Young diagrams, whose degeneracies match the Bekenstein-Hawking entropy. We compute the Euclidean canonical partition function and free energy for both the ColFT Hamiltonian and a relativistic free-fermion Hamiltonian. In the ColFT case, the partition function resembles that of chiral U(N) Yang-Mills theory on a torus, with N~1/(\beta G). This offers a novel way to compute quantum corrections to the partition function. The leading entropy term receives contributions from all genera, while the subleading logarithmic correction is one-loop exact, arising solely from the genus-one sector with coefficient -1/2 . This coefficient remains unchanged in the relativistic fermion case, suggesting the universality of the one-loop correction across different boundary Hamiltonians.",2025.0,http://arxiv.org/abs/2508.02663v1,392.0,846.0,,,
Simulating high-temperature superconductivity in moiré WSe2,"Yiyu Xia, Zhongdong Han, Jiacheng Zhu, Yichi Zhang, Patrick Knüppel, Kenji Watanabe, Takashi Taniguchi, Kin Fai Mak, Jie Shan","The emergence of high transition temperature (Tc) superconductivity in strongly correlated materials remains a major unsolved problem in physics. High-Tc materials, such as cuprates, are generally complex and not easily tunable, making theoretical modelling difficult. Although the Hubbard model--a simple theoretical model of interacting electrons on a lattice--is believed to capture the essential physics of high-Tc materials, obtaining accurate solutions of the model, especially in the relevant regime of moderate correlation, is challenging. The recent demonstration of robust superconductivity in moir\'e WSe2, whose low-energy electronic bands can be described by the Hubbard model and are highly tunable, presents a new platform for tackling the high-Tc problem. Here, we tune moir\'e WSe2 bilayers to the moderate correlation regime through the twist angle and map the phase diagram around one hole per moir\'e unit cell (v = 1) by electrostatic gating and electrical transport and magneto-optical measurements. We observe a range of high-Tc phenomenology, including an antiferromagnetic insulator at v = 1, superconducting domes upon electron and hole doping, and unusual metallic states at elevated temperatures including strange metallicity. The highest Tc occurs adjacent to the Mott transition, reaching about 6% of the effective Fermi temperature. Our results establish a new material system based on transition metal dichalcogenide (TMD) moir\'e superlattices that can be used to study high-Tc superconductivity in a highly controllable manner and beyond.",2025.0,http://arxiv.org/abs/2508.02662v1,198.0,480.0,,,
Interface Structure and Electronic Properties in Cubic Boron Nitride - Diamond Heterostructures,"Cody L. Milne, Hector Gomez, Adway Gupta, A. Glen Birdwell, Sergey Rudin, Elias J. Garratt, Bradford B. Pate, Tony G. Ivanov, Arunima K. Singh, Mahesh R. Neupane","Heterointerfaces of cubic boron nitride (cBN) with diamond have garnered significant interest due to their ultra-wide bandgaps and small lattice mismatch ($\sim1.5$\%), offering promising advancements in high-power and high-frequency electronic devices. However, the realization of this heterointerface has been limited by challenging growth conditions and insufficient understanding of interfacial properties. In this work, we employ density-functional theory to investigate the structural and electronic properties of diamond/cBN heterostructures as a function of interfacial stoichiometry, cBN thickness, and surface termination and passivation. Formation energies and interfacial bond lengths reveal that boron-terminated heterojunctions are the most stable while abrupt nitrogen-terminated heterojunctions are least stable, but can be stabilized by carbon-mixing. Bandstructures are computed for the heterostructures using hybrid functionals, where we find the abrupt boron-terminated and nitrogen-terminated heterojunctions exhibit $p$-type and $n$-type conductivity, respectively, while carbon-mixed heterojunctions retain wide insulating bandgaps ($4.2-4.4$ eV). The effective masses of the abrupt interfaces are found to vary strongly with stoichiometry. Intriguingly, charge analysis reveals two-dimensional electron or hole gas regions with ultra-high densities on the order of $10^{14}$ cm$^{-2}$, with distinct spatial localization on either side of the interface. Band alignments show type-I and type-II band offsets tunable by interfacial composition. Further analysis of the band alignments reveals that the diamond valence bands consistently lie above the cBN valence bands by $0.25-2.1$ eV. Interestingly, the interface termination type switches the relative conduction band position of diamond relative to the cBN conduction band, exhibiting a type-I to type-II band alignment transition.",2025.0,http://arxiv.org/abs/2508.02606v1,114.0,284.0,,,
Thermal effects in conformal field theories,Alessio Miscioscia,"Conformal Field Theories (CFTs) are special classes of quantum field theories that find applications ranging from critical phenomena to theories of quantum gravity via holography. Understanding thermal effects in CFTs is crucial: criticality is experimentally probed at finite temperature, and, from the holographic perspective, the study of thermal CFTs is dual to the study of black holes in Anti-de Sitter space. In this thesis, we explore the kinematics and dynamics of finite-temperature CFTs by analyzing broken and unbroken symmetries and adapting various analytical and numerical bootstrap approaches to finite-temperature correlation functions. These methods are non-perturbatively valid and can be tested against exactly solvable models, such as free theories and two-dimensional systems, as well as compared with perturbative calculations. The main applications discussed in this thesis concern one- and two-point functions and the free energy density in the O(N) models in three dimensions, with particular focus on the 3d Ising, XY, and Heisenberg models (N = 1,2,3).",2025.0,http://arxiv.org/abs/2508.02531v1,444.0,1560.0,,,
Accurate and Interpretable Postmenstrual Age Prediction via Multimodal Large Language Model,"Qifan Chen, Jin Cui, Cindy Duan, Yushuo Han, Yifei Shi","Accurate estimation of postmenstrual age (PMA) at scan is crucial for assessing neonatal development and health. While deep learning models have achieved high accuracy in predicting PMA from brain MRI, they often function as black boxes, offering limited transparency and interpretability in clinical decision support. In this work, we address the dual challenge of accuracy and interpretability by adapting a multimodal large language model (MLLM) to perform both precise PMA prediction and clinically relevant explanation generation. We introduce a parameter-efficient fine-tuning (PEFT) strategy using instruction tuning and Low-Rank Adaptation (LoRA) applied to the Qwen2.5-VL-7B model. The model is trained on four 2D cortical surface projection maps derived from neonatal MRI scans. By employing distinct prompts for training and inference, our approach enables the MLLM to handle a regression task during training and generate clinically relevant explanations during inference. The fine-tuned model achieves a low prediction error with a 95 percent confidence interval of 0.78 to 1.52 weeks, while producing interpretable outputs grounded in developmental features, marking a significant step toward transparent and trustworthy AI systems in perinatal neuroscience.",2025.0,http://arxiv.org/abs/2508.02525v1,227.0,616.0,,,
LatentPrompt: Optimizing Promts in Latent Space,"Mateusz Bystroński, Grzegorz Piotrowski, Nitesh V. Chawla, Tomasz Kajdanowicz","Recent advances have shown that optimizing prompts for Large Language Models (LLMs) can significantly improve task performance, yet many optimization techniques rely on heuristics or manual exploration. We present LatentPrompt, a model-agnostic framework for prompt optimization that leverages latent semantic space to automatically generate, evaluate, and refine candidate prompts without requiring hand-crafted rules. Beginning with a set of seed prompts, our method embeds them in a continuous latent space and systematically explores this space to identify prompts that maximize task-specific performance. In a proof-of-concept study on the Financial PhraseBank sentiment classification benchmark, LatentPrompt increased classification accuracy by approximately 3 percent after a single optimization cycle. The framework is broadly applicable, requiring only black-box access to an LLM and an automatic evaluation metric, making it suitable for diverse domains and tasks.",2025.0,http://arxiv.org/abs/2508.02452v1,31.0,74.0,,,
